year,volume,issue,page,name1,middlename1,surname1,name2,middlename2,surname2,name3,middlename3,surname3,name4,middlename4,surname4,title,abstract,subfield
2010,47,2,299-312,Vladimir,,Canudas-Romo,,,,,,,,,,THREE MEASURES OF LONGEVITY: TIME TRENDS AND RECORD VALUES,"This article examines the trend over time in the measures of ""typical"" longevity experienced by members of a population: life expectancy at birth, and the median and modal ages at death. The article also analyzes trends in record values observed for all three measures. The record life expectancy at birth increased from a level of 44 years in Sweden in 1840 to 82 years in Japan in 2005. The record median age at death shows increasing patterns similar to those observed in life expectancy at birth. However, the record modal age at death changes very little until the second half of the twentieth century: it moved from a plateau level, around age 80, to having a similar pace of increase as that observed for the mean and the median in most recent years. These findings explain the previously observed uninterrupted increase in the record life expectancy. The cause of this increase has changed over time from a dominance of child mortality reductions to a dominance of adult mortality reductions, which became evident by studying trends in the record modal age at death.",2
2010,47,4,989-1012,Tanika,,Chakraborty,Sukkoo,,Kim,,,,,,,KINSHIP INSTITUTIONS AND SEX RATIOS IN INDIA,"This article explores the relationship between kinship institutions and sex ratios in India at the turn of the twentieth century. Because kinship rules vary by caste, language, religion, and region, we construct sex ratios by these categories at the district level by using data from the 1901 Census of India for Punjab (North), Bengal (East), and Madras (South). We find that the male-to-female sex ratio varied positively with caste rank, fell as one moved from the North to the East and then to the South, was higher for Hindus than for Muslims, and was higher for northern Indo-Aryan speakers than for the southern Dravidian-speaking people. We argue that these systematic patterns in the data are consistent with variations in the institution of family, kinship, and inheritance.",1
2010,47,1,205-225,Jacob,E.,Cheadle,Paul,R.,Amato,Valarie,,King,,,,PATTERNS OF NONRESIDENT FATHER CONTACT,"We used the National Longitudinal Survey of Youth 1979 cohort (NLSY79)from 1979 to 2002 and the Children of the National Longitudinal Survey of Youth (CNLSY) from 1986 to 2002 to describe the number, shape, and population frequencies of U.S. nonresident father contact trajectories over a 14-year period using growth mixture models. The resulting four-category classification indicated that nonresident father involvement is not adequately characterized by a single population with a monotonic pattern of declining contact over time. Contrary to expectations, about two-thirds of fathers were consistently either highly involved or rarely involved in their children lives. Only one group, constituting approximately 23% of fathers, exhibited a clear pattern of declining contact. In addition, a small group of fathers (8%) displayed a pattern of increasing contact. A variety of variables differentiated between these groups, including the child age at father-child separation, whether the child was born within marriage, the mother education, the mother age at birth, whether the father pays child support regularly, and the geographical distance between fathers and children.",1
2010,47,4,963-987,Feinian,,Chen,Kim,,Korinek,,,,,,,FAMILY LIFE COURSE TRANSITIONS AND RURAL HOUSEHOLD ECONOMY DURING CHINA'S MARKET REFORM,"This article investigates the effect of family life course transitions on labor allocation strategies in rural Chinese households. We highlight three types of economic activity that involve reallocation of household labor oriented toward a more diversified, nonfarm rural economy: involvement in wage employment, household entrepreneurship, and/or multiple activities that span economic sectors. With the use of data from the China Health and Nutrition Survey (CHNS 1997, 2000, and 2004), our longitudinal analyses of rural household economic activity point to the significance of household demography, life course transitions, and local economic structures as factors facilitating household labor reallocation. First, as expected, a relatively youthful household structure is conducive to innovative economic behavior Second, household entrances and exits are significant, but their impacts are not equal. Life events such as births, deaths, marriage, or leaving home for school or employment affect household economy in distinctive ways. Finally, the reallocations of household labor undertaken by households are shaped by local economic structures: in particular the extent of village-level entrepreneurial activity, off-farm employment, and out-migration.",4
2010,47,1,227-247,Kenneth,A.,Couch,Robert,,Fairlie,,,,,,,"LAST HIRED, FIRST FIRED? BLACK-WHITE UNEMPLOYMENT AND THE BUSINESS CYCLE","Studies have tested the claim that blacks are the last hired during periods of economic growth and the first fired in recessions by examining the movement of relative unemployment rates over the business cycle. Any conclusion drawn from this type of analysis must be viewed as tentative because cyclical movements in the underlying transitions into and out of unemployment are not examined Using Current Population Survey data matched across adjacent months from 1989-2004, this article provides the first detailed examination of labor market transitions for prime-age black and white men to test the last hired, first fired hypothesis. Considerable evidence is presented that blacks are the first fired as the business cycle weakens. However, no evidence is found that blacks are the last hired Instead, blacks appear to be initially hired from the ranks of the unemployed early in the business cycle and later are drawn from nonparticipation. The narrowing of the racial unemployment gap near the peak of the business cycle is driven by a reduction in the rate of job loss for blacks rather than increases in hiring.",3
2010,47,3,689-718,Gordon,B.,Dahl,,,,,,,,,,EARLY TEEN MARRIAGE AND FUTURE POVERTY,"Both early teen marriage and dropping out of high school have historically been associated with a variety of negative outcomes, including higher poverty rates throughout life. Are these negative outcomes due to preexisting differences, or do they represent the causal effect of marriage and schooling choices? To better understand the true personal and societal consequences, in this article, I use an instrumental variables (IV) approach that takes advantage of variation in state laws regulating the age at which individuals are allowed to marry, drop out of school, and begin work. The baseline IV estimate indicates that a woman who marries young is 31 percentage points more likely to live in poverty when she is older Similarly, a woman who drops out of school is 11 percentage points more likely to be poor. The results are robust to a variety of alternative specifications and estimation methods, including limited information maximum likelihood (LIML) estimation and a control function approach. While grouped ordinary least squares (OLS) estimates for the early teen marriage variable are also large, OLS estimates based on individual-level data are small, consistent with a large amount of measurement error.",1
2010,47,3,667-687,Sonalde,,Desai,Lester,,Andrist,,,,,,,GENDER SCRIPTS AND AGE AT MARRIAGE IN INDIA,"Research on marriage in developing countries has been somewhat narrow in scope because of both conceptual and data limitations. While the feminist literature recognizes marriage as a key institutional site for the production and reproduction of gender hierarchies, little is known about the processes through which this relationship operates. This article uses data from the newly collected India Human Development Survey 2005 for 27,365 ever-married women aged 25-49 to explore ways in which different dimensions of gender in Indian society shape the decisions regarding age at marriage. We explore the impact of three dimensions of gender: (1) economic factors, such as availability of wage employment, dowry expectations, and wedding expenses; (2) indicators of familial empowerment, such as women's role in household decision making and access to and control over resources; and (3) markers of gender performance, such as observance of purdah and male-female separation in the household. Results from hierarchical linear models confirm the importance of markers of gender performance but fail to demonstrate a large role for economic factors and familial empowerment.",1
2010,47,2,313-326,Sven,,Drefahl,,,,,,,,,,HOW DOES THE AGE GAP BETWEEN PARTNERS AFFECT THEIR SURVIVAL?,"I use hazard regression methods to examine how the age difference between spouses affects their survival. In many countries, the age difference between spouses at marriage has remained relatively stable for several decades. In Denmark, men are, on average, about three years older than the women they marry. Previous studies of the age gap between spouses with respect to mortality found that having a younger spouse is beneficial, while having an older spouse is detrimental for one's own survival. Most of the observed effects could not be explained satisfactorily until now, mainly because of methodological drawbacks and insufficiency of the data. The most common explanations refer to selection effects, caregiving in later life, and some positive psychological and sociological effects of having a younger spouse. The present study extends earlier work by using longitudinal Danish register data that include the entire history of key demographic events of the whole population from 1990 onward. Controlling for confounding factors such as education and wealth, results suggest that having a younger spouse is beneficial for men but detrimental for women, while having an older spouse is detrimental for both sexes.",2
2010,47,1,249-268,Rebeca,A.,Echavarri,Roberto,,Ezcurra,,,,,,,EDUCATION AND GENDER BIAS IN THE SEX RATIO AT BIRTH: EVIDENCE FROM INDIA,"This article investigates the possible existence of a nonlinear link between female disadvantage in natality and education. To this end, we devise a theoretical model based on the key role of social interaction in explaining people acquisition of preferences, which justifies the existence of a non-monotonic relationship between female disadvantage in natality and education. The empirical validity of the proposed model is examined for the case of India, using district-level data. In this context, our econometric analysis pays particular attention to the role of spatial dependence to avoid any potential problems of misspecification. The results confirm that the relationship between the sex ratio at birth and education in India follows an inverted U-shape. This finding is robust to the inclusion of additional explanatory variables in the analysis, and to the choice of the spatial weight matrix used to quantify the spatial interdependence between the sample districts.",1
2010,47,4,845-868,Chenoa,A.,Flippen,,,,,,,,,,"THE SPATIAL DYNAMICS OF STRATIFICATION: METROPOLITAN CONTEXT, POPULATION REDISTRIBUTION, AND BLACK AND HISPANIC HOMEOWNERSHIP","Racial and ethnic inequality in homeownership remains stubbornly wide, even net of differences across groups in household-level sociodemographic characteristics. This article investigates the role of contextual forces in structuring disparate access to homeownership among minorities. Specifically, I combine household- and metropolitan-level census data to assess the impact of metropolitan housing stock, minority composition, and residential segregation on black and Hispanic housing tenure. The measure of minority composition combines both the size and rate of growth of the coethnic population to assess the impact on homeownership inequality of recent trends in population redistribution, particularly the increase in black migration to the South and dramatic dispersal of Hispanics outside traditional areas of settlement. Results indicate remarkable similarity between blacks and Hispanics with respect to the spatial and contextual influences on homeownership. For both groups, homeownership is higher and inequality with whites is smaller in metropolitan areas with an established coethnic base and in areas in which their group is less residentially segregated. Implications of recent trends in population redistribution for the future of minority homeownership are discussed.",3
2010,47,4,821-844,Jeffrey,A.,Groen,Anne,E.,Polivka,,,,,,,GOING HOME AFTER HURRICANE KATRINA: DETERMINANTS OF RETURN MIGRATION AND CHANGES IN AFFECTED AREAS,"This article examines the decision of Hurricane Katrina evacuees to return to their pre-Katrina areas and documents how the composition of the Katrina-affected region changed over time. Using data from the Current Population Survey, we show that an evacuee's age, family income, and the severity of damage in an evacuee's county of origin are important determinants of whether an evacuee returned during the first year after the storm. Blacks were less likely to return than whites, but this difference is primarily related to the geographical pattern of storm damage rather than to race per se. The difference between the composition of evacuees who returned and the composition of evacuees who did not return is the primary force behind changes in the composition of the affected areas in the first two years after the storm. Katrina is associated with substantial shifts in the racial composition of the affected areas (namely, a decrease in the percentage of residents who are black) and an increasing presence of Hispanics. Katrina is also associated with an increase in the percentage of older residents, a decrease in the percentage of residents with low income/education, and an increase in the percentage of residents with high income/education.",3
2010,47,2,415-437,Sandra,L.,Hofferth,Frances,,Goldscheider,,,,,,,FAMILY STRUCTURE AND THE TRANSITION TO EARLY PARENTHOOD,"With the rise in out-of-wedlock childbearing and divorce in the last quarter of the twentieth century, an increasing proportion of children have been exposed to a variety of new family forms. Little research has focused on the consequences of childhood family structure for men's transition to fatherhood or on the family processes that account for the effects of family structure on the likelihood that young women and men become first-time unmarried parents, what we now call ""fragile families."" The data come from the linked Children and Young Adult samples of the 1979 National Longitudinal Survey of Youth (NLSY79), which provide information on the children of the women of the NLSY79 from birth until they enter young adulthood. Females growing up with a single parent and males experiencing an unstable family transition to parenthood early, particularly to nonresidential fatherhood for males. For males, the effects are strongly mediated by parenting processes and adolescent behaviors and are shaped by economic circumstances. Having experienced multiple transitions as a child is associated with a reduced likelihood that males father their first child within marriage and an increased likelihood that they become fathers within cohabitation, demonstrating how changes in family structure alter family structure patterns over time and generations.",1
2010,47,4,869-893,John,,Iceland,Kyle,Anne,Nelson,,,,,,,THE RESIDENTIAL SEGREGATION OF MIXED-NATIVITY MARRIED COUPLES,"This article examines the ways in which mixed-nativity marriage is related to spatial assimilation in metropolitan areas of the United States. Specifically, we examine the residential patterns of households with a mixed-nativity and, in some cases, interracial marriage to determine whether they are less segregated from the native-born than entirely foreign-born households. Using restricted-use data from the 2000 census, we find that compared with couples in which both spouses are foreign-born, mixed-nativity couples tend to be less segregated from various native-born racial and ethnic groups. Further, among both foreign-born Asians and Hispanics, those with a native-born non-Hispanic white spouse are considerably less segregated from native-born white households than from other foreign-born Asian and Hispanic households. We also find that even though nativity status matters for black couples in a manner consistent with assimilation theory foreign-born and mixed-nativity black households still each display very high levels of segregation from all other native-born racial/ethnic groups, reaffirming the power of race in determining residential patterns. Overall, our findings provide moderate support for spatial assimilation theory and suggest that cross-nativity marriages often facilitate the residential integration of the foreign-born.",3
2010,47,3,579-586,Lei,,Jin,Felix,,Elwert,Jeremy,,Freese,Nicholas,A.,Christakis,PRELIMINARY EVIDENCE REGARDING THE HYPOTHESIS THAT THE SEX RATIO AT SEXUAL MATURITY MAY AFFECT LONGEVITY IN MEN,"In human populations, variation in mate availability has been linked to various biological and social outcomes, but the possible effect of mate availability on health or survival has not been studied. Unbalanced sex ratios are a concern in many parts of the world, and their implications for the health and survival of the constituent individuals warrant careful investigation. We indexed mate availability with contextual sex ratios and investigated the hypothesis that the sex ratio at sexual maturity might be associated with long-term survival for men. Using two unique data sets of 7,683,462 and 4,183 men who were followed for more than 50 years, we found that men who reached their sexual maturity in an environment with higher sex ratios (i.e., higher proportions of reproductively ready men) appeared to suffer higher long-term mortality risks than those in an environment with lower sex ratios. Mate availability at sexual maturity may be linked via several biological and social mechanisms to long-term survival in men.",2
2010,47,2,459-479,Matthijs,,Kalmijn,Frank,Van,Tubergen,,,,,,,A COMPARATIVE PERSPECTIVE ON INTERMARRIAGE: EXPLAINING DIFFERENCES AMONG NATIONAL-ORIGIN GROUPS IN THE UNITED STATES,"Little is known about the validity of group-level theories of ethnic intermarriage despite the fact that such theories are often invoked in explaining why certain ethnic groups are ""closed,"" whereas others are relatively ""open."" We develop a comparative perspective by analyzing the marriage choices of 94 national-origin groups in the United States, using pooled data from the Current Population Surveys, 1994-2006, and multilevel models in which individual and contextual determinants of intermarriage are included simultaneously. Our analyses show large differences in endogamy across groups. After taking compositional effects into account, we find that both structural and cultural group-level factors have significant effects on endogamy. Cultural explanations (which focus on the role of norms and preferences) play a more important role than structural explanations (which focus on meeting and mating opportunities). Our results reinforce the common but untested interpretation of endogamy in terms of group boundaries.",1
2010,47,2,503-519,Adriaan,,Kalwij,,,,,,,,,,THE IMPACT OF FAMILY POLICY EXPENDITURE ON FERTILITY IN WESTERN EUROPE,"This article analyzes the impact on fertility of changes in national expenditure for family allowances, maternity- and parental-leave benefits, and childcare subsidies. To do so, I estimate a model for the timing of births using individual-level data from 16 western European countries, supplemented with data on national social expenditure for different family policy programs. The latter allow approximation of the subsidies that households with children receive from such programs. The results show that increased expenditure on family policy programs that help women to combine family and employment-and thus reduce the opportunity cost of children-generates positive fertility responses.",1
2010,47,4,1035-1051,James,B.,Kirby,Toshiko,,Kaneda,,,,,,,UNHEALTHY AND UNINSURED: EXPLORING RACIAL DIFFERENCES IN HEALTH AND HEALTH INSURANCE COVERAGE USING A LIFE TABLE APPROACH,"Millions of people in the United States do not have health insurance, and wide racial and ethnic disparities exist in coverage. Current research provides a limited description of this problem, focusing on the number or proportion of individuals without insurance at a single time point or for a short period. Moreover: the literature provides no sense of the joint risk of being uninsured and in need of medical care. In this article, we use a life table approach to calculate health- and insurance-specific life expectancies for whites and blacks, thereby providing estimates of the duration of exposure to different insurance and health states over a typical lifetime. We find that, on average, Americans can expect to spend well over a decade without health insurance during a typical lifetime and that 40% of these years are spent in less-healthy categories. Findings also reveal a significant racial gap: despite their shorter overall life expectancy, blacks have a longer uninsured life expectancy than whites, and this racial gap consists entirely of less-healthy years. Racial disparities in insurance coverage are thus likely more severe than indicated by previous research.",3
2010,47,4,895-921,Audrey,,Light,Taehyun,,Ahn,,,,,,,DIVORCE AS RISKY BEHAVIOR,"Given that divorce often represents a high-stakes income gamble, we ask how individual levels of risk tolerance affect the decision to divorce. We extend the orthodox divorce model by assuming that individuals are risk averse, that marriage is risky, and that divorce is even riskier. The model predicts that conditional on the expected gains to marriage and divorce, the probability of divorce increases with relative risk tolerance because risk averse individuals require compensation for the additional risk that is inherent in divorce. To implement the model empirically, we use data for first-married women and men from the 1979 National Longitudinal Survey of Youth to estimate a probit model of divorce in which a measure of risk tolerance is among the covariates. The estimates reveal that a 1-point increase in risk tolerance raises the predicted probability of divorce by 4.3% for a representative man and by 11.4% for a representative woman. These findings are consistent with the notion that divorce entails a greater income gamble for women than for men.",1
2010,47,2,327-343,Kayuet,,Liu,Noam,,Zerubavel,Peter,,Bearman,,,,SOCIAL DEMOGRAPHIC CHANGE AND AUTISM,"Parental age at child's birth-which has increased for U.S. children in the 1992-2000 birth cohorts-is strongly associated with an increased risk of autism. By turning a social demographic lens on the historical patterning of concordance among twin pairs, we identify a central mechanism for this association: de novo mutations, which are deletions, insertions, and duplications of DNA in the germ cells that are not present in the parents' DNA. Along the way, we show that a demographic eye on the rising prevalence of autism leads to three major discoveries. First, the estimated heritability of autism has been dramatically overstated. Second, heritability estimates can change over remarkably short periods of time because of increases in germ cell mutations. Third, social demographic change can yield genetic changes that, at the population level, combine to contribute to the increased prevalence of autism.",7
2010,47,4,1053-1077,Scott,M.,Lynch,J.,Scott,Brown,,,,,,,OBTAINING MULTISTATE LIFE TABLE DISTRIBUTIONS FOR HIGHLY REFINED SUBPOPULATIONS FROM CROSS-SECTIONAL DATA: A BAYESIAN EXTENSION OF SULLIVAN'S METHOD,"Multistate life table methods are often used to estimate the proportion of remaining life that individuals can expect to spend in various states, such as healthy and unhealthy states. Sullivan's method is commonly used when panels containing data on transitions are unavailable and true multistate tables,cannot be generated. Sullivan's method requires only cross-sectional mortality data and cross-sectional data indicating prevalence in states of interest. Such data often come from sample surveys, which are widely available. Although the data requirements for Sullivan's method are minimal, the method is limited in its ability to produce estimates for subpopulations because of limited disaggregation of data in cross-sectional mortality files and small cell sizes in aggregated survey data. In this article, we develop, test, and demonstrate a method that adapts Sullivan's approach to allow the inclusion of covariates in producing interval estimates of state expectancies for any desired subpopulation that can be specified in the cross-sectional prevalence data. The method involves a three-step process: (I) using Gibbs sampling to sample parameters from a bivariate regression model; (2) using ecological inference for producing transition probability matrices from the Gibbs samples; (3) using standard multistate calculations to convert the transition probability matrices into multistate life tables.",5
2010,47,4,923-934,Torkild,Hovde,Lyngstad,Alexia,,Prskawetz,,,,,,,DO SIBLINGS' FERTILITY DECISIONS INFLUENCE EACH OTHER?,"Individuals' fertility decisions are shaped not only by their own characteristics and life course paths but also by social interaction with others. However, in practice, it is difficult to disentangle the role of social interaction from other factors, such as individual and family background variables. We measure social interaction through the cross-sibling influences on fertility. Continuous-time hazard models are estimated separately for women's first and second births. In addition to individual socioeconomic variables, demographic variables, and an unobserved factor specific to each sibling pair, siblings' birth events and their timing enter as time-varying covariates. We use data from longitudinal population-wide Norwegian administrative registers. The data cover more than 110,000 sibling pairs and include the siblings' fertility, education, income, and marital histories. Our results indicate that cross-sibling influences are relatively strong for the respondents' first births but weak for the second parity transition.",1
2010,47,2,393-414,Warren,B.,Miller,David,E.,Bard,David,J.,Pasta,Joseph,Lee,Rodgers,BIODEMOGRAPHIC MODELING OF THE LINKS BETWEEN FERTILITY MOTIVATION AND FERTILITY OUTCOMES IN THE NLSY79,"In spite of long-held beliefs that traits related to reproductive success tend to become fixed by evolution with little or no genetic variation, there is now considerable evidence that the natural variation of fertility within populations is genetically influenced and that a portion of that influence is related to the motivational precursors to fertility. We conduct a two-stage analysis to examine these inferences in a time-ordered multivariate context. First, using data from the National Longitudinal Survey of Youth, 1979, and LISREL analysis, we develop a structural equation model in which five hypothesized motivational precursors to fertility, measured in 1979-1982, predict both a child-timing and a child-number outcome, measured in 2002. Second, having chosen two time-ordered sequences of six variables from the SEM to represent our phenotypic models, we use Mx to conduct both univariate and multivariate behavioral genetic analyses with the selected variables. Our results indicate that one or more genes acting within a gene network have additive effects that operate through child-number desires to affect both the timing of the next child born and the final number of children born, that one or more genes acting through a separate network may have additive effects operating through gender role attitudes to produce downstream effects on the two fertility outcomes, and that no genetic variance is associated with either child-timing intentions or educational intentions.",1
2010,47,3,651-665,Francis,,Obare,,,,,,,,,,NONRESPONSE IN REPEAT POPULATION-BASED VOLUNTARY COUNSELING AND TESTING FOR HIV IN RURAL MALAWI,"Despite the increasing number of population-based surveys in sub-Saharan Africa that provide testing and counseling for HIV over the past decade, understanding the nature of nonresponse in these surveys, especially panel HIV surveys, is still limited. This article uses longitudinal HIV data collected from rural Malawi in 2004 and 2006 to examine nonresponse in repeat population-based testing. It shows that nonresponse in repeat testing led to significant bias in the estimates of HIV prevalence and to inconsistent conclusions about the predictors of HIV status. In contrast, previous cross-sectional analyses found that nonresponse does not significantly bias the estimates of HIV prevalence. The difference in conclusions from cross-sectional and longitudinal analyses of nonresponse can be attributed to two factors: the different definitions of what constitutes nonresponse in both contexts, and the risk profiles of the missed populations. In particular although refusal and temporary absence are the major sources of nonresponse in the cross-sectional contexts, attrition attributable to mortality and out-migration are additional sources of nonresponse in repeat testing. Evidence shows that out-migrants have higher HIV prevalence than nonmigrants, which could account for significant bias in the estimates of prevalence among participants in both tests observed in this study.",5
2010,47,2,369-392,Julie,,Park,Dowell,,Myers,,,,,,,INTERGENERATIONAL MOBILITY IN THE POST-1965 IMMIGRATION ERA: ESTIMATES BY AN IMMIGRANT GENERATION COHORT METHOD,"The new second generation of the post-1965 immigration era is observed as children with their parents in 1980 and again as adults 25 years later. Intergenerational mobility is assessed for both men and women in four major racial/ethnic groups, both in regard to children's status attainment relative to parents and with regard to the rising societal standards proxied by native-born non-Hispanic whites. A profile of intergenerational mobility is prepared using multiple indicators of status attainment: high school and college completion, upper white-collar occupation, poverty, and homeownership. The immigrant generation cohort method we introduce accounts for four distinct temporal dimensions of immigrant progress, clarifying inconsistencies in the literature and highlighting differences in mobility between racial/ethnic groups and with respect to different outcome measures. The immigrant generation cohort method consistently finds greater intergenerational mobility than suggested by alternative approaches. Our analysis also shows that the intergenerational progress of women is greater than that of men and provides a more complete record of immigrant mobility overall. Findings for individual racial/ethnic groups accord with some expectations in the literature and contradict others.",3
2010,47,3,587-607,Evelyn,J.,Patterson,,,,,,,,,,"INCARCERATING DEATH: MORTALITY IN US STATE CORRECTIONAL FACILITIES, 1985-1998","Using data from the U.S. Bureau of Justice Statistics and Census Bureau, I estimate death rates of working-age prisoners and nonprisoners by sex and race. Incarceration was more detrimental to females in comparison to their male counterparts in the period covered by this study. White male prisoners had higher death rates than white males who were not in prison. Black male prisoners, however, consistently exhibited lower death rates than black male nonprisoners did. Additionally, the findings indicate that while the relative difference in mortality levels of white and black males was quite high outside of prison, it essentially disappeared in prison. Notably, removing deaths caused by firearms and motor vehicles in the nonprison population accounted for some of the mortality differential between black prisoners and nonprisoners. The death rates of the other groups analyzed suggest that prison is an unhealthy environment; yet, prison appears to be a healthier place than the typical environment of the nonincarcerated black male population. These findings suggest that firearms and motor vehicle accidents do not sufficiently explain the higher death rates of black males, and they indicate that a lack of basic healthcare may be implicated in the death rates of black males not incarcerated.",2
2010,47,3,719-733,Steffen,,Reinhold,,,,,,,,,,REASSESSING THE LINK BETWEEN PREMARITAL COHABITATION AND MARITAL INSTABILITY,"Premarital cohabitation has been found to be positively correlated with the likelihood of marital dissolution in the United States. To reassess this link, I estimate proportional hazard models of marital dissolution for first marriages by using pooled data from the 1988, 1995, and 2002 surveys of the National Survey of Family Growth (NSFG). These results suggest that the positive relationship between premarital cohabitation and marital instability has weakened for more recent birth and marriage cohorts. Using multiple marital outcomes for a person to account for one source of unobserved heterogeneity, panel models suggest that cohabitation is not selective of individuals with higher risk of marital dissolution and may be a stabilizing factor for higher-order marriages. Further research with more recent data is needed to assess whether these results are statistical artifacts caused by data weaknesses in the NSFG.",1
2010,47,3,555-578,Richard,G.,Rogers,Bethany,G.,Everett,Jarron,,,Patrick,M.,Krueger,"SOCIAL, BEHAVIORAL, AND BIOLOGICAL FACTORS, AND SEX DIFFERENCES IN MORTALITY","Few studies have examined whether sex differences in mortality are associated with different distributions of risk factors or result from the unique relationships between risk factors and mortality for men and women. We extend previous research by systematically testing a variety of factors, including health behaviors, social ties, socioeconomic status, and biological indicators of health. We employ the National Health and Nutritional Examination Survey III Linked Mortality File and use Cox proportional hazards models to examine sex differences in adult mortality in the United States. Our findings document that social and behavioral characteristics are key factors related to the sex gap in mortality Once we control for women's lower levels of marriage, poverty, and exercise, the sex gap in mortality widens; and once we control for women's greater propensity to visit with friends and relatives, attend religious services, and abstain from smoking, the sex gap in mortality narrows. Biological factors including indicators of inflammation and cardiovascular risk-also inform sex differences in mortality. Nevertheless, persistent sex differences in mortality remain: compared with women, men have 30% to 83% higher risks of death over the follow-up period, depending on the covariates included in the model. Although the prevalence of risk factors differs by sex, the impact of those risk factors on mortality is similar for men and women.",2
2010,47,3,755-775,Michael,J.,Rosenfeld,,,,,,,,,,NONTRADITIONAL FAMILIES AND CHILDHOOD PROGRESS THROUGH SCHOOL,"I use U.S. census data to perform the first large-sample, nationally representative tests of outcomes for children raised by same-sex couples. The results show that children of same-sex couples are as likely to make normal progress through school as the children of most other family structures. Heterosexual married couples are the family type whose children have the lowest rates of grade retention, but the advantage of heterosexual married couples is mostly due to their higher socioeconomic status. Children of all family types (including children of same-sex couples) are far more likely to make normal progress through school than are children living in group quarters (such as orphanages and shelters).",1
2010,47,3,801-820,Mariano,,Sana,,,,,,,,,,"IMMIGRANTS AND NATIVES IN US SCIENCE AND ENGINEERING OCCUPATIONS, 1994-2006","Between 1994 and 2006, the ratio of foreign-born scientists and engineers (FSE) to native scientists and engineers (NSE) doubled. I decompose this change into a migration effect (which accounts for migration in general), a proportional college effect (which accounts for the relative proportions of college graduates among migrant and native workers), and a proportional science and engineering (S&E) effect (which accounts for the relative proportions of S&Es among migrant and native college-educated workers). Results show that the migration effect explains about three-quarters of the increase in FSE/NSE during the entire period under study. The proportional S&E effect, which captures changes in the ratio as a result of immigration of S&Es in excess of what would be expected from general migration alone, was largest in 1995-1998, which were years of sustained economic growth. Conversely, a slower economy coincided with a declining proportional S&E effect after 2000. Increases in the annual cap on H-IB visas, an important avenue of entry for foreign-born S&Es, had little effect on the ratio. In short, during 1994-2006, the association between economic swings and the specific, more than proportional migration of S&Es was much stronger than the association between the latter and changes in the H-IB cap.",3
2010,47,3,777-800,Narayan,,Sastry,Anne,R.,Pebley,,,,,,,FAMILY AND NEIGHBORHOOD SOURCES OF SOCIOECONOMIC INEQUALITY IN CHILDREN'S ACHIEVEMENT,"We examined family and neighborhood sources of socioeconomic inequality in children's reading and mathematics achievement using data from the 2000-2001 Los Angeles Family and Neighborhood Survey. To describe inequality in achievement scores, we used Gini coefficients and concentration indices and multilevel regression models. We found no inequality in children's achievement by family income when other variables in the model were held constant. Mother's reading scores and average neighborhood levels of income accounted for the largest proportion of inequality in children's achievement. Neighborhood economic status appears to be strongly associated with children's skills acquisition.",4
2010,47,3,629-650,Carl,P.,Schmertmann,Renato,M.,Assuncao,Joseph,E.,Potter,,,,KNOX MEETS COX: ADAPTING EPIDEMIOLOGICAL SPACE-TIME STATISTICS TO DEMOGRAPHIC STUDIES,"Many important questions and theories in demography focus on changes over time, and on how those changes differ over geographic and social space. Space-time analysis has always been important in studying fertility transitions, for example. However demographers have seldom used formal statistical methods to describe and analyze time series of maps. One formal method, used widely in epidemiology, criminology, and public health, is Knox's space-time interaction test. In this article, we discuss the potential of the Knox test in demographic research and note some possible pitfalls. We demonstrate how to use familiar proportional hazards models to adapt the Knox test for demographic applications. These adaptations allow for nonrepeatable events and for the incorporation of structural variables that change in space and time. We apply the modified test to data on the onset of fertility decline in Brazil over 1960-2000 and show how the modified method can produce maps indicating where and when diffusion effects seem strongest, net of covariate effects.",5
2010,47,3,735-753,Christine,R.,Schwartz,,,,,,,,,,PATHWAYS TO EDUCATIONAL HOMOGAMY IN MARITAL AND COHABITING UNIONS,"There is considerable disagreement about whether cohabitors are more or less likely to be educationally homogamous than married couples. Using data from the National Longitudinal Survey of Youth, I reconcile many of the disparate findings of previous research by conducting a ""stock and flow"" analysis of assortative cohabitation and marriage. I find that cohabitors are less likely to be educationally homogamous than married couples overall, but these differences are not apparent when cohabiting and marital unions begin. Instead, the results suggest that differences in educational homo gamy by union type are driven by selective exits from marriage and cohabitation rather than by differences in partner choice. Marriages that cross educational boundaries are particularly likely to end. The findings suggest that although cohabitors place greater emphasis on egalitarianism than married couples, this does not translate into greater educational homo gamy The findings are also consistent with a large body of research on cohabitation and divorce questioning the effectiveness of cohabitation as a trial marriage.",1
